SysNo,ProvinceSysNo,CitySysNo,ProvinceName,CityName,DistrictName,
2212,36,257,广东省,河源市,和平县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2212,36,257,'广东省','河源市','和平县');"
2213,36,257,广东省,河源市,东源县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2213,36,257,'广东省','河源市','东源县');"
2214,36,258,广东省,阳江市,江城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2214,36,258,'广东省','阳江市','江城区');"
2215,36,258,广东省,阳江市,阳西县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2215,36,258,'广东省','阳江市','阳西县');"
2216,36,258,广东省,阳江市,阳东县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2216,36,258,'广东省','阳江市','阳东县');"
2217,36,258,广东省,阳江市,阳春市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2217,36,258,'广东省','阳江市','阳春市');"
2218,36,259,广东省,清远市,清城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2218,36,259,'广东省','清远市','清城区');"
2219,36,259,广东省,清远市,佛冈县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2219,36,259,'广东省','清远市','佛冈县');"
2220,36,259,广东省,清远市,阳山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2220,36,259,'广东省','清远市','阳山县');"
2221,36,259,广东省,清远市,连山壮族瑶族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2221,36,259,'广东省','清远市','连山壮族瑶族自治县');"
2222,36,259,广东省,清远市,连南瑶族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2222,36,259,'广东省','清远市','连南瑶族自治县');"
2223,36,259,广东省,清远市,清新县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2223,36,259,'广东省','清远市','清新县');"
2224,36,259,广东省,清远市,英德市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2224,36,259,'广东省','清远市','英德市');"
2225,36,259,广东省,清远市,连州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2225,36,259,'广东省','清远市','连州市');"
2226,36,262,广东省,潮州市,湘桥区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2226,36,262,'广东省','潮州市','湘桥区');"
2227,36,262,广东省,潮州市,潮安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2227,36,262,'广东省','潮州市','潮安县');"
2228,36,262,广东省,潮州市,饶平县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2228,36,262,'广东省','潮州市','饶平县');"
2229,36,263,广东省,揭阳市,榕城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2229,36,263,'广东省','揭阳市','榕城区');"
2230,36,263,广东省,揭阳市,揭东县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2230,36,263,'广东省','揭阳市','揭东县');"
2231,36,263,广东省,揭阳市,揭西县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2231,36,263,'广东省','揭阳市','揭西县');"
2232,36,263,广东省,揭阳市,惠来县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2232,36,263,'广东省','揭阳市','惠来县');"
2233,36,263,广东省,揭阳市,普宁市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2233,36,263,'广东省','揭阳市','普宁市');"
2234,36,264,广东省,云浮市,云城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2234,36,264,'广东省','云浮市','云城区');"
2235,36,264,广东省,云浮市,新兴县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2235,36,264,'广东省','云浮市','新兴县');"
2236,36,264,广东省,云浮市,郁南县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2236,36,264,'广东省','云浮市','郁南县');"
2237,36,264,广东省,云浮市,云安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2237,36,264,'广东省','云浮市','云安县');"
2238,36,264,广东省,云浮市,罗定市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2238,36,264,'广东省','云浮市','罗定市');"
2239,37,265,广西壮族自治区,南宁市,兴宁区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2239,37,265,'广西壮族自治区','南宁市','兴宁区');"
2240,37,265,广西壮族自治区,南宁市,青秀区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2240,37,265,'广西壮族自治区','南宁市','青秀区');"
2241,37,265,广西壮族自治区,南宁市,江南区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2241,37,265,'广西壮族自治区','南宁市','江南区');"
2242,37,265,广西壮族自治区,南宁市,西乡塘区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2242,37,265,'广西壮族自治区','南宁市','西乡塘区');"
2243,37,265,广西壮族自治区,南宁市,良庆区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2243,37,265,'广西壮族自治区','南宁市','良庆区');"
2244,37,265,广西壮族自治区,南宁市,邕宁区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2244,37,265,'广西壮族自治区','南宁市','邕宁区');"
2245,37,265,广西壮族自治区,南宁市,武鸣县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2245,37,265,'广西壮族自治区','南宁市','武鸣县');"
2246,37,265,广西壮族自治区,南宁市,隆安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2246,37,265,'广西壮族自治区','南宁市','隆安县');"
2247,37,265,广西壮族自治区,南宁市,马山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2247,37,265,'广西壮族自治区','南宁市','马山县');"
2248,37,265,广西壮族自治区,南宁市,上林县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2248,37,265,'广西壮族自治区','南宁市','上林县');"
2249,37,265,广西壮族自治区,南宁市,宾阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2249,37,265,'广西壮族自治区','南宁市','宾阳县');"
2250,37,265,广西壮族自治区,南宁市,横县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2250,37,265,'广西壮族自治区','南宁市','横县');"
2251,37,266,广西壮族自治区,柳州市,城中区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2251,37,266,'广西壮族自治区','柳州市','城中区');"
2252,37,266,广西壮族自治区,柳州市,鱼峰区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2252,37,266,'广西壮族自治区','柳州市','鱼峰区');"
2253,37,266,广西壮族自治区,柳州市,柳南区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2253,37,266,'广西壮族自治区','柳州市','柳南区');"
2254,37,266,广西壮族自治区,柳州市,柳北区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2254,37,266,'广西壮族自治区','柳州市','柳北区');"
2255,37,266,广西壮族自治区,柳州市,柳江县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2255,37,266,'广西壮族自治区','柳州市','柳江县');"
2256,37,266,广西壮族自治区,柳州市,柳城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2256,37,266,'广西壮族自治区','柳州市','柳城县');"
2257,37,266,广西壮族自治区,柳州市,鹿寨县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2257,37,266,'广西壮族自治区','柳州市','鹿寨县');"
2258,37,266,广西壮族自治区,柳州市,融安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2258,37,266,'广西壮族自治区','柳州市','融安县');"
2259,37,266,广西壮族自治区,柳州市,融水苗族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2259,37,266,'广西壮族自治区','柳州市','融水苗族自治县');"
2260,37,266,广西壮族自治区,柳州市,三江侗族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2260,37,266,'广西壮族自治区','柳州市','三江侗族自治县');"
2261,37,267,广西壮族自治区,桂林市,秀峰区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2261,37,267,'广西壮族自治区','桂林市','秀峰区');"
2262,37,267,广西壮族自治区,桂林市,叠彩区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2262,37,267,'广西壮族自治区','桂林市','叠彩区');"
2263,37,267,广西壮族自治区,桂林市,象山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2263,37,267,'广西壮族自治区','桂林市','象山区');"
2264,37,267,广西壮族自治区,桂林市,七星区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2264,37,267,'广西壮族自治区','桂林市','七星区');"
2265,37,267,广西壮族自治区,桂林市,雁山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2265,37,267,'广西壮族自治区','桂林市','雁山区');"
2266,37,267,广西壮族自治区,桂林市,阳朔县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2266,37,267,'广西壮族自治区','桂林市','阳朔县');"
2267,37,267,广西壮族自治区,桂林市,临桂县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2267,37,267,'广西壮族自治区','桂林市','临桂县');"
2268,37,267,广西壮族自治区,桂林市,灵川县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2268,37,267,'广西壮族自治区','桂林市','灵川县');"
2269,37,267,广西壮族自治区,桂林市,全州县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2269,37,267,'广西壮族自治区','桂林市','全州县');"
2270,37,267,广西壮族自治区,桂林市,兴安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2270,37,267,'广西壮族自治区','桂林市','兴安县');"
2271,37,267,广西壮族自治区,桂林市,永福县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2271,37,267,'广西壮族自治区','桂林市','永福县');"
2272,37,267,广西壮族自治区,桂林市,灌阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2272,37,267,'广西壮族自治区','桂林市','灌阳县');"
2273,37,267,广西壮族自治区,桂林市,龙胜各族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2273,37,267,'广西壮族自治区','桂林市','龙胜各族自治县');"
2274,37,267,广西壮族自治区,桂林市,资源县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2274,37,267,'广西壮族自治区','桂林市','资源县');"
2275,37,267,广西壮族自治区,桂林市,平乐县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2275,37,267,'广西壮族自治区','桂林市','平乐县');"
2276,37,267,广西壮族自治区,桂林市,荔蒲县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2276,37,267,'广西壮族自治区','桂林市','荔蒲县');"
2277,37,267,广西壮族自治区,桂林市,恭城瑶族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2277,37,267,'广西壮族自治区','桂林市','恭城瑶族自治县');"
2278,37,268,广西壮族自治区,梧州市,万秀区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2278,37,268,'广西壮族自治区','梧州市','万秀区');"
2279,37,268,广西壮族自治区,梧州市,蝶山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2279,37,268,'广西壮族自治区','梧州市','蝶山区');"
2280,37,268,广西壮族自治区,梧州市,长洲区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2280,37,268,'广西壮族自治区','梧州市','长洲区');"
2281,37,268,广西壮族自治区,梧州市,苍梧县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2281,37,268,'广西壮族自治区','梧州市','苍梧县');"
2282,37,268,广西壮族自治区,梧州市,藤县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2282,37,268,'广西壮族自治区','梧州市','藤县');"
2283,37,268,广西壮族自治区,梧州市,蒙山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2283,37,268,'广西壮族自治区','梧州市','蒙山县');"
2284,37,268,广西壮族自治区,梧州市,岑溪市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2284,37,268,'广西壮族自治区','梧州市','岑溪市');"
2285,37,269,广西壮族自治区,北海市,海城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2285,37,269,'广西壮族自治区','北海市','海城区');"
2286,37,269,广西壮族自治区,北海市,银海区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2286,37,269,'广西壮族自治区','北海市','银海区');"
2287,37,269,广西壮族自治区,北海市,铁山港区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2287,37,269,'广西壮族自治区','北海市','铁山港区');"
2288,37,269,广西壮族自治区,北海市,合浦县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2288,37,269,'广西壮族自治区','北海市','合浦县');"
2289,37,270,广西壮族自治区,防城港市,港口区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2289,37,270,'广西壮族自治区','防城港市','港口区');"
2290,37,270,广西壮族自治区,防城港市,防城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2290,37,270,'广西壮族自治区','防城港市','防城区');"
2291,37,270,广西壮族自治区,防城港市,上思县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2291,37,270,'广西壮族自治区','防城港市','上思县');"
2292,37,270,广西壮族自治区,防城港市,东兴市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2292,37,270,'广西壮族自治区','防城港市','东兴市');"
2293,37,271,广西壮族自治区,钦州市,钦南区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2293,37,271,'广西壮族自治区','钦州市','钦南区');"
2294,37,271,广西壮族自治区,钦州市,钦北区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2294,37,271,'广西壮族自治区','钦州市','钦北区');"
2295,37,271,广西壮族自治区,钦州市,灵山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2295,37,271,'广西壮族自治区','钦州市','灵山县');"
2296,37,271,广西壮族自治区,钦州市,浦北县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2296,37,271,'广西壮族自治区','钦州市','浦北县');"
2297,37,272,广西壮族自治区,贵港市,港北区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2297,37,272,'广西壮族自治区','贵港市','港北区');"
2298,37,272,广西壮族自治区,贵港市,港南区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2298,37,272,'广西壮族自治区','贵港市','港南区');"
2299,37,272,广西壮族自治区,贵港市,覃塘区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2299,37,272,'广西壮族自治区','贵港市','覃塘区');"
2300,37,272,广西壮族自治区,贵港市,平南县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2300,37,272,'广西壮族自治区','贵港市','平南县');"
2301,37,272,广西壮族自治区,贵港市,桂平市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2301,37,272,'广西壮族自治区','贵港市','桂平市');"
2302,37,273,广西壮族自治区,玉林市,玉州区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2302,37,273,'广西壮族自治区','玉林市','玉州区');"
2303,37,273,广西壮族自治区,玉林市,容县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2303,37,273,'广西壮族自治区','玉林市','容县');"
2304,37,273,广西壮族自治区,玉林市,陆川县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2304,37,273,'广西壮族自治区','玉林市','陆川县');"
2305,37,273,广西壮族自治区,玉林市,博白县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2305,37,273,'广西壮族自治区','玉林市','博白县');"
2306,37,273,广西壮族自治区,玉林市,兴业县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2306,37,273,'广西壮族自治区','玉林市','兴业县');"
2307,37,273,广西壮族自治区,玉林市,北流市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2307,37,273,'广西壮族自治区','玉林市','北流市');"
2308,37,274,广西壮族自治区,百色市,右江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2308,37,274,'广西壮族自治区','百色市','右江区');"
2309,37,274,广西壮族自治区,百色市,田阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2309,37,274,'广西壮族自治区','百色市','田阳县');"
2310,37,274,广西壮族自治区,百色市,田东县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2310,37,274,'广西壮族自治区','百色市','田东县');"
2311,37,274,广西壮族自治区,百色市,平果县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2311,37,274,'广西壮族自治区','百色市','平果县');"
2312,37,274,广西壮族自治区,百色市,德保县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2312,37,274,'广西壮族自治区','百色市','德保县');"
2313,37,274,广西壮族自治区,百色市,靖西县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2313,37,274,'广西壮族自治区','百色市','靖西县');"
2314,37,274,广西壮族自治区,百色市,那坡县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2314,37,274,'广西壮族自治区','百色市','那坡县');"
2315,37,274,广西壮族自治区,百色市,凌云县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2315,37,274,'广西壮族自治区','百色市','凌云县');"
2316,37,274,广西壮族自治区,百色市,乐业县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2316,37,274,'广西壮族自治区','百色市','乐业县');"
2317,37,274,广西壮族自治区,百色市,田林县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2317,37,274,'广西壮族自治区','百色市','田林县');"
2318,37,274,广西壮族自治区,百色市,西林县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2318,37,274,'广西壮族自治区','百色市','西林县');"
2319,37,274,广西壮族自治区,百色市,隆林各族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2319,37,274,'广西壮族自治区','百色市','隆林各族自治县');"
2320,37,275,广西壮族自治区,贺州市,八步区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2320,37,275,'广西壮族自治区','贺州市','八步区');"
2321,37,275,广西壮族自治区,贺州市,昭平县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2321,37,275,'广西壮族自治区','贺州市','昭平县');"
2322,37,275,广西壮族自治区,贺州市,钟山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2322,37,275,'广西壮族自治区','贺州市','钟山县');"
2323,37,275,广西壮族自治区,贺州市,富川瑶族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2323,37,275,'广西壮族自治区','贺州市','富川瑶族自治县');"
2324,37,276,广西壮族自治区,河池市,金城江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2324,37,276,'广西壮族自治区','河池市','金城江区');"
2325,37,276,广西壮族自治区,河池市,南丹县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2325,37,276,'广西壮族自治区','河池市','南丹县');"
2326,37,276,广西壮族自治区,河池市,天峨县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2326,37,276,'广西壮族自治区','河池市','天峨县');"
2327,37,276,广西壮族自治区,河池市,凤山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2327,37,276,'广西壮族自治区','河池市','凤山县');"
2328,37,276,广西壮族自治区,河池市,东兰县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2328,37,276,'广西壮族自治区','河池市','东兰县');"
2329,37,276,广西壮族自治区,河池市,罗城仫佬族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2329,37,276,'广西壮族自治区','河池市','罗城仫佬族自治县');"
2330,37,276,广西壮族自治区,河池市,环江毛南族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2330,37,276,'广西壮族自治区','河池市','环江毛南族自治县');"
2331,37,276,广西壮族自治区,河池市,巴马瑶族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2331,37,276,'广西壮族自治区','河池市','巴马瑶族自治县');"
2332,37,276,广西壮族自治区,河池市,都安瑶族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2332,37,276,'广西壮族自治区','河池市','都安瑶族自治县');"
2333,37,276,广西壮族自治区,河池市,大化瑶族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2333,37,276,'广西壮族自治区','河池市','大化瑶族自治县');"
2334,37,276,广西壮族自治区,河池市,宜州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2334,37,276,'广西壮族自治区','河池市','宜州市');"
2335,37,277,广西壮族自治区,来宾市,兴宾区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2335,37,277,'广西壮族自治区','来宾市','兴宾区');"
2336,37,277,广西壮族自治区,来宾市,忻城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2336,37,277,'广西壮族自治区','来宾市','忻城县');"
2337,37,277,广西壮族自治区,来宾市,象州县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2337,37,277,'广西壮族自治区','来宾市','象州县');"
2338,37,277,广西壮族自治区,来宾市,武宣县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2338,37,277,'广西壮族自治区','来宾市','武宣县');"
2339,37,277,广西壮族自治区,来宾市,金秀瑶族自治县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2339,37,277,'广西壮族自治区','来宾市','金秀瑶族自治县');"
2340,37,277,广西壮族自治区,来宾市,合山市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2340,37,277,'广西壮族自治区','来宾市','合山市');"
2341,37,278,广西壮族自治区,崇左市,江洲区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2341,37,278,'广西壮族自治区','崇左市','江洲区');"
2342,37,278,广西壮族自治区,崇左市,扶绥县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2342,37,278,'广西壮族自治区','崇左市','扶绥县');"
2343,37,278,广西壮族自治区,崇左市,宁明县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2343,37,278,'广西壮族自治区','崇左市','宁明县');"
2344,37,278,广西壮族自治区,崇左市,龙州县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2344,37,278,'广西壮族自治区','崇左市','龙州县');"
2345,37,278,广西壮族自治区,崇左市,大新县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2345,37,278,'广西壮族自治区','崇左市','大新县');"
2346,37,278,广西壮族自治区,崇左市,天等县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2346,37,278,'广西壮族自治区','崇左市','天等县');"
2347,37,278,广西壮族自治区,崇左市,凭祥市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2347,37,278,'广西壮族自治区','崇左市','凭祥市');"
2348,38,279,海南省,海口市,秀英区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2348,38,279,'海南省','海口市','秀英区');"
2349,38,279,海南省,海口市,龙华区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2349,38,279,'海南省','海口市','龙华区');"
2350,38,279,海南省,海口市,琼山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2350,38,279,'海南省','海口市','琼山区');"
2351,38,279,海南省,海口市,美兰区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2351,38,279,'海南省','海口市','美兰区');"
2352,38,280,海南省,三亚市,五指山市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2352,38,280,'海南省','三亚市','五指山市');"
2353,38,280,海南省,三亚市,琼海市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2353,38,280,'海南省','三亚市','琼海市');"
2354,38,280,海南省,三亚市,儋州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2354,38,280,'海南省','三亚市','儋州市');"
2355,38,280,海南省,三亚市,文昌市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2355,38,280,'海南省','三亚市','文昌市');"
2356,38,280,海南省,三亚市,万宁市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2356,38,280,'海南省','三亚市','万宁市');"
2357,38,280,海南省,三亚市,东方市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2357,38,280,'海南省','三亚市','东方市');"
2358,38,280,海南省,三亚市,定安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (2358,38,280,'海南省','三亚市','定安县');"
